(Num),O,E,T,Gb,(   nome   ),Gl,( V),( A),( Pg),( Qg),( Qn),( Qm),(Bc  ),( Pl),( Ql),( Sh),Are,(Vf),-6
1602, ,L,0, G,T.RIOS-RJ138,5,1004,-109,0,     ,     ,     ,      ,40.7,-5.7,     ,9,1000,1
1603, ,L,0, G,CIFERA-RJ138,5,996,-101,0,     ,     ,     ,      ,0.8,0.4,     ,9,1000,1
1604, ,L,0, G,V.TELE-RJ138,5,1001,-99,0,     ,     ,     ,      ,25.8,-5.1,     ,9,1000,1
1605, ,L,0, G,CAXIAS-RJ138,5,1002,-99,0,     ,     ,     ,      ,68.8,-1.6,     ,9,1000,1
1606, ,L,0, G,ELDORA-RJ138,5,998,-100,0,     ,     ,     ,      ,13.5,6.8,     ,9,1000,1
1607, ,L,0, G,CROCHT-RJ138,5,1002,-102,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1608, ,L,0, G,A.GRAN-RJ138,5,1003,-100,0,     ,     ,     ,      ,33.5,-2.7,     ,9,1000,1
1609, ,L,0, G,RAMOS--RJ138,5,998,-101,0,     ,     ,     ,      ,38.7,7.7,     ,9,1000,1
1610, ,L,0, G,MATURA-RJ138,5,1002,-100,0,     ,     ,     ,      ,36,11.7,     ,9,1000,1
1611, ,L,0, G,T.NOVA-RJ138,5,1000,-101,0,     ,     ,     ,      ,39.6,-6.3,     ,9,1000,1
1612, ,L,0, G,DEMOCR-RJ138,5,1000,-101,0,     ,     ,     ,      ,38.1,7.5,     ,9,1000,1
1613, ,L,0, G,PPIRA-TAP138,5,999,-103,0,     ,     ,     ,      ,0,     ,     ,40,1000,1
1614, ,L,0, G,THYSS-TAP138,5,999,-103,0,     ,     ,     ,      ,0,     ,     ,40,1000,1
1615, ,L,0, G,FIC---TAP138,5,1001,-99,0,     ,     ,     ,      ,1.6,0.7,     ,9,1000,1
1616, ,L,0, G,C.MART-RJ138,5,1002,-101,0,     ,     ,     ,      ,47.5,-5.4,     ,9,1000,1
1617, ,L,0, G,TROVAO-RJ138,5,1001,-101,0,     ,     ,     ,      ,44.7,9.5,     ,9,1000,1
1618, ,L,0, G,COLEGI-RJ138,5,1000,-101,0,     ,     ,     ,      ,37.4,-0.5,     ,9,1000,1
1619, ,L,0, G,R.SAUD-RJ138,5,1009,-107,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1620, ,L,0, G,CONCAL-RJ138,5,1036,-107,0,     ,     ,     ,      ,1.7,0.8,     ,9,1000,1
1621, ,L,0, G,FONTIN-RJ138,5,1034,-106,0,     ,     ,     ,      ,28.2,-16.9,     ,9,1000,1
1622, ,L,0, G,GUAN1-TAP138,5,992,-103,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1623, ,L,0, G,GUAN2-TAP138,5,995,-103,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1624, ,L,0, G,GUANDU-RJ138,5,978,-104,0,     ,     ,     ,      ,50.9,21.6,     ,9,1000,1
1625, ,L,0, G,JABOAT-RJ138,5,981,-105,0,     ,     ,     ,      ,69.3,8.2,     ,9,1000,1
1626, ,L,0, G,LAMEIR-RJ138,5,1009,-96,0,     ,     ,     ,      ,37.6,16,     ,9,1000,1
1627, ,L,0, G,QUEIMA-RJ138,5,1001,-103,0,     ,     ,     ,      ,36.9,-3.9,     ,9,1000,1
1628, ,L,0, G,CAMERI-RJ138,5,1024,-99,0,     ,     ,     ,      ,85.8,-29.6,     ,9,1000,1
1629, ,L,0, G,NIGUAC-RJ138,5,1002,-102,0,     ,     ,     ,      ,74.4,2.4,     ,9,1000,1
1630, ,L,0, G,C.ROCH-RJ138,5,1001,-102,0,     ,     ,     ,      ,49.3,-3.2,     ,9,1000,1
1631, ,L,0, G,M.BARR-RJ138,5,1002,-101,0,     ,     ,     ,      ,61.5,-3.7,     ,9,1000,1
1632, ,L,0, G,PAVUNA-RJ138,5,1007,-101,0,     ,     ,     ,      ,39.9,-11.3,     ,9,1000,1
1633, ,L,0, G,GUADAL-RJ138,5,996,-101,0,     ,     ,     ,      ,51.9,7.4,     ,9,1000,1
1634, ,L,0, G,PANAME-RJ138,5,997,-101,0,     ,     ,     ,      ,12.3,5.2,     ,9,1000,1
1635, ,L,0, G,ALVORA-RJ138,5,1012,-99,0,     ,     ,     ,      ,68,-1.7,     ,9,1000,1
1636, ,L,0, G,TURIAC-RJ138,5,1011,-100,0,     ,     ,     ,      ,35.1,4.2,     ,9,1000,1
1637, ,L,0, G,ESPERA-RJ138,5,1002,-94,0,     ,     ,     ,      ,64.7,16.4,     ,9,1000,1
1638, ,L,0, G,A.FRAN-RJ138,5,1011,-97,0,     ,     ,     ,      ,52.4,4.1,     ,9,1000,1
1639, ,L,0, G,MATOAL-RJ138,5,1004,-97,0,     ,     ,     ,      ,22.9,8,     ,9,1000,1
1640, ,L,0, G,P.MIGU-RJ138,5,1015,-97,0,     ,     ,     ,      ,48.7,10.6,     ,9,1000,1
1641, ,L,0, G,V.VALQ-RJ138,5,1018,-98,0,     ,     ,     ,      ,36.9,-8.3,     ,9,1000,1
1642, ,L,0, G,PIEDAD-RJ138,5,1021,-98,0,     ,     ,     ,      ,33.4,-2.9,     ,9,1000,1
1643, ,L,0, G,B.MATO-RJ138,5,1020,-98,0,     ,     ,     ,      ,38,5.2,     ,9,1000,1
1644, ,L,0, G,PDAGU1-RJ138,5,1017,-99,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1645, ,L,0, G,PDAGUA-RJ138,5,1016,-99,0,0,     ,     ,      ,63.4,6.3,     ,9,1000,1
1646, ,L,0, G,BARTJ-TAP138,5,1020,-98,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1647, ,L,0, G,B.TIJU-RJ138,5,1019,-99,0,     ,     ,     ,      ,32.4,-1.9,     ,9,1000,1
1648, ,L,0, G,S.CONR-RJ138,5,1022,-99,0,     ,     ,     ,      ,30.4,-3,     ,9,1000,1
1649, ,L,0, G,LEOPOL-RJ138,5,1022,-98,0,     ,     ,     ,      ,29.4,-11.4,     ,9,1000,1
1650, ,L,0, G,R.COMP-RJ138,5,1023,-99,0,     ,     ,     ,      ,36.4,-10.8,     ,9,1000,1
1651, ,L,0, G,JBOTA1-RJ138,5,1023,-98,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1652, ,L,0, G,JBOTA2-RJ138,5,1023,-98,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1653, ,L,0, G,URUGUA-RJ138,5,1022,-98,0,     ,     ,     ,      ,28.9,1.3,     ,9,1000,1
1654, ,L,0, G,CENTE-PCH138,5,994,-104,0,0,     ,     ,      ,24.9,2.5,     ,9,1000,1
1655, ,L,0, G,ACAMPI-RJ138,5,1022,-98,0,     ,     ,     ,      ,36.7,-7,     ,9,1000,1
1656, ,L,0, G,MJ-VA1-RJ138,5,1024,-98,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1657, ,L,0, G,MJ-VA2-RJ138,5,1024,-98,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1658, ,L,0, G,LEBLON-RJ138,5,1024,-98,0,     ,     ,     ,      ,47.7,-8.4,     ,9,1000,1
1659, ,L,0, G,P.SEIS-RJ138,5,1024,-99,0,     ,     ,     ,      ,57,-0.2,     ,9,1000,1
1660, ,L,0, G,J.BOT1-RJ138,5,1024,-98,0,     ,     ,     ,      ,34.2,-9.2,     ,9,1000,1
1661, ,L,0, G,HUMAIT-RJ138,5,1023,-98,0,     ,     ,     ,      ,29.4,1.8,     ,9,1000,1
1662, ,L,0, G,COPACA-RJ138,5,1024,-99,0,     ,     ,     ,      ,35.9,-4.4,     ,9,1000,1
1663, ,L,0, G,LEME---RJ138,5,1024,-99,0,     ,     ,     ,      ,20.8,5.1,     ,9,1000,1
1664, ,L,0, G,CEPEL--RJ138,5,1044,-99,0,     ,     ,     ,      ,1.2,0.5,     ,9,1000,1
1665, ,L,0, G,J.BOT2-RJ138,5,1023,-98,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1666, ,L,0, G,DUPON-TAP138,5,1037,-107,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1667, ,L,0, G,DUPONT-RJ138,5,1037,-107,0,     ,     ,     ,      ,1,0.4,     ,9,1000,1
1668, ,L,0, G,INMETR-RJ138,5,996,-101,0,     ,     ,     ,      ,13.6,-1.5,     ,9,1000,1
1669, ,L,0, G,CACHAM-RJ138,5,1001,-101,0,     ,     ,     ,      ,62.3,-9.1,     ,9,1000,1
1670, ,L,0, G,MANGUE-RJ138,5,1021,-98,0,     ,     ,     ,      ,14.9,6.3,     ,9,1000,1
1671, ,L,0, G,BERN.M-RJ138,5,1005,-101,0,     ,     ,     ,      ,7.3,3.1,     ,9,1000,1
1672, ,L,0, G,MADURE-RJ138,5,1013,-99,0,     ,     ,     ,      ,14.2,6,     ,9,1000,1
1673, ,L,0, G,CSN----RJ138,5,1014,-105,0,     ,     ,     ,      ,340,106.4,     ,41,1000,1
1674, ,L,0, G,S.BARB-RJ138,5,1029,-106,0,     ,     ,     ,      ,8,3.4,     ,9,1000,1
1675, ,L,0, G,P.PIRA-RJ138,5,998,-103,0,     ,     ,     ,      ,7.9,3.4,     ,9,1000,1
1676, ,L,0, G,S.BMAN-RJ138,5,1040,-107,0,     ,     ,     ,      ,44.1,18.7,     ,9,1000,1
1677, ,L,0, G,THYSSE-RJ138,5,999,-103,0,     ,     ,     ,      ,0.5,0.2,     ,9,1000,1
1678, ,L,0, G,ITAPE1-RJ138,5,1011,-98,0,     ,     ,     ,      ,43.4,21,     ,9,1000,1
1679, ,L,0, G,P.ERNE-RJ138,5,1004,-100,0,     ,     ,     ,      ,46.7,18.7,     ,9,1000,1
1680, ,L,0, G,AEROPO-RJ138,5,1003,-100,0,     ,     ,     ,      ,18.4,7.8,     ,9,1000,1
1681, ,L,0, G,GOVERN-RJ138,5,1002,-100,0,     ,     ,     ,      ,35.6,6.6,     ,9,1000,1
1682, ,L,0, G,GUANAB-RJ138,5,1002,-100,0,     ,     ,     ,      ,34.8,7.2,     ,9,1000,1
1683, ,L,0, G,FUNDAO-RJ138,5,1003,-100,0,     ,     ,     ,      ,25.3,8,     ,9,1000,1
1684, ,L,0, G,S.ANTO-RJ138,5,1024,-99,0,     ,     ,     ,      ,106.6,5.5,     ,9,1000,1
1685, ,L,0, G,MACKEN-RJ138,5,1024,-99,0,     ,     ,     ,      ,39.6,-4.5,     ,9,1000,1
1686, ,L,0, G,BAEPEN-RJ138,5,1025,-99,0,     ,     ,     ,      ,55.4,-6.3,     ,9,1000,1
1688, ,L,0, G,MBOTA1-RJ138,5,1023,-98,0,     ,     ,     ,      ,3.7,1.6,     ,9,1000,1
1689, ,L,0, G,MBOTA2-RJ138,5,1024,-99,0,     ,     ,     ,      ,3.7,1.6,     ,9,1000,1
1690, ,L,0, G,STA.LU-RJ138,5,1024,-99,0,     ,     ,     ,      ,56.4,-23,     ,9,1000,1
1691, ,L,0, G,BOTAFO-RJ138,5,1025,-99,0,     ,     ,     ,      ,57.1,-9.8,     ,9,1000,1
1692, ,L,0, G,B.DE P-RJ138,5,1004,-100,0,     ,     ,     ,      ,38.8,2.9,     ,9,1000,1
1693, ,L,0, G,VIG.GE-RJ138,5,1002,-100,0,     ,     ,     ,      ,41.9,6.7,     ,9,1000,1
1694, ,L,0, G,BAYER--RJ138,5,988,-103,0,     ,     ,     ,      ,9.3,4,     ,9,1000,1
1695, ,L,0, G,CURICI-RJ138,5,1016,-98,0,     ,     ,     ,      ,69.6,6.9,     ,9,1000,1
1696, ,L,0, G,A.BRAN-RJ138,5,988,-103,0,     ,     ,     ,      ,58.4,10.7,     ,9,1000,1
1697, ,L,0, G,COSMOS-RJ138,5,1015,-95,0,     ,     ,     ,      ,34.1,-6.1,     ,9,1000,1
1699, ,L,0, G,CIM.TU-RJ138,5,1026,-106,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
1700, ,L,0, N,AREAL-PCH013,5,992,-108,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1701, ,L,0, N,FAGUNDPCH013,5,994,-108,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1702, ,L,0, N,PIABANPCH013,5,993,-107,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1703, ,L,0, N,MACAB3PCH013,6,997,-113,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1704, ,L,0, N,MACAB6PCH013,5,997,-113,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1705, ,L,0, I,ITAPERPCH069,5,998,-125,0,0,     ,     ,      ,36.2,23.7,     ,10,1000,1
1707, ,L,0, I,AREAL--RJ069,5,992,-109,0,     ,     ,     ,      ,8.5,3.6,     ,10,1000,1
1708, ,L,0, I,FAGUND-RJ069,5,994,-109,0,     ,     ,     ,      ,0.9,0.6,     ,10,1000,1
1709, ,L,0, I,PIABAN-RJ069,5,994,-109,0,     ,     ,     ,      ,15.1,6.4,     ,10,1000,1
1710, ,L,0, I,CALHEI-RJ069,5,1004,-123,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1711, ,L,1, N,CALHE-PCH013,5,998,-121,0,-1.74,0,0,      ,0,     ,     ,41,1000,1
1712, ,L,0, I,RCIDA1-RJ069,5,997,-109,0,     ,     ,     ,      ,7.3,4.3,     ,10,1000,1
1713, ,L,0, I,RCIDA2-RJ069,5,990,-109,0,     ,     ,     ,      ,20.5,8.7,     ,10,1000,1
1714, ,D,0, I,JAMBO--RJ069,5,981,-60,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1715, ,L,0, I,ITAMAR-RJ069,5,1004,-109,0,     ,     ,     ,      ,39.7,14.2,     ,10,1000,1
1716, ,D,0, R,JAMBO-PCH000,6,981,-60,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1717, ,L,0, G,MAGE---RJ138,5,998,-103,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1718, ,L,0, I,MAGE---RJ069,5,1031,-108,0,     ,     ,     ,      ,45.8,23.9,     ,10,1000,1
1719, ,L,0, I,ITAMB1-RJ069,5,1026,-109,0,     ,     ,     ,      ,14.5,7.1,     ,10,1000,1
1720, ,L,0, I,ITAMB2-RJ069,5,1037,-108,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1721, ,L,0, I,GUAXIN-RJ069,5,1036,-109,0,     ,     ,     ,      ,0.4,0,     ,10,1000,1
1722, ,L,0, I,PONTIN-RJ069,5,1020,-116,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1723, ,L,0, I,ALCANT-RJ069,5,1029,-109,0,     ,     ,     ,      ,13.3,7.8,     ,10,1000,1
1724, ,L,0, I,Z.SUL--RJ069,5,1020,-110,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1725, ,L,0, I,S.LOUR-RJ069,5,1015,-111,0,     ,     ,     ,      ,54.7,51,     ,10,1000,1
1726, ,L,0, I,S.PONT-RJ069,5,1018,-110,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1727, ,L,0, I,S.GONC-RJ069,5,1015,-110,0,     ,     ,     ,      ,7.3,4.8,     ,10,1000,1
1728, ,L,0, G,IRIRI--RJ138,5,983,-117,0,     ,     ,     ,      ,0,     ,     ,1,1000,1
1730, ,L,0, G,ALCANT-RJ138,5,958,-107,0,     ,     ,     ,      ,57.9,30.8,     ,10,1000,1
1731, ,L,0, G,GUAXIN-RJ138,5,960,-107,0,     ,     ,     ,      ,35.7,20.2,     ,10,1000,1
1732, ,L,0, G,P.ROSA-RJ138,5,960,-107,0,     ,     ,     ,      ,36.2,25.6,     ,10,980,1
1733, ,L,0, G,G.BRAN-RJ138,5,956,-108,0,     ,     ,     ,      ,42.5,31.8,     ,10,1000,1
1734, ,L,0, G,S.PONT-RJ138,5,955,-108,0,     ,     ,     ,      ,62.6,37.2,     ,10,1000,1
1735, ,L,0, G,INGA---RJ138,5,955,-108,0,     ,     ,     ,      ,38.6,22.7,     ,10,1000,1
1736, ,L,0, G,V.PEDR-RJ138,5,979,-105,0,     ,     ,     ,      ,92.1,60.2,     ,10,1000,1
1737, ,L,0, G,Z.SUL--RJ138,5,955,-108,0,     ,     ,     ,      ,66.5,39.4,     ,10,1000,1
1738, ,L,0, G,ICARAI-RJ138,5,954,-108,0,     ,     ,     ,      ,38.2,22.2,     ,10,1000,1
1739, ,L,0, G,ARSEN1-RJ138,5,963,-107,0,     ,     ,     ,      ,17.7,9.3,     ,10,1000,1
1740, ,L,0, G,IMBAR--RJ138,5,990,-99,0,     ,     ,     ,      ,37.3,19.1,     ,10,1000,1
1742, ,L,0, G,P.ANGE-RJ138,5,1005,-103,0,     ,     ,     ,      ,19.8,8.4,     ,10,1000,1
1743, ,L,0, G,CELIS1-RJ138,5,981,-100,0,     ,     ,     ,      ,25.7,12.3,     ,10,1000,1
1744, ,L,0, G,CELIS2-RJ138,5,984,-100,0,     ,     ,     ,      ,22.5,11,     ,10,1000,1
1745, ,L,0, G,R-LEAO-RJ138,5,985,-116,0,     ,     ,     ,      ,256.2,188.3,     ,10,1000,1
1746, ,L,0, G,P.IND3-RJ138,5,977,-100,0,     ,     ,     ,      ,17.9,6.8,     ,10,1000,1
1747, ,L,0, G,P.IND1-RJ138,5,977,-100,0,     ,     ,     ,      ,17.3,6,     ,10,1000,1
1748, ,L,0, G,P.IND2-RJ138,5,982,-100,0,     ,     ,     ,      ,16.9,7.3,     ,10,1000,1
1749, ,L,0, V,CANABRUTE000,5,1014,-117,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1750, ,L,0, I,MACABUPCH069,5,996,-115,0,0,     ,     ,      ,26.9,17.2,     ,10,1000,1
1751, ,L,0, G,MACABU-RJ138,5,994,-115,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1752, ,L,0, G,FRIBUR-RJ138,5,958,-114,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1753, ,L,0, I,FRIBUR-RJ069,5,1002,-116,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1754, ,L,0, G,TERESO-RJ138,5,979,-110,0,     ,     ,     ,      ,52.2,22.1,     ,10,1000,1
1755, ,L,0, G,RDCENT-RJ138,5,991,-107,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1756, ,L,0, I,RDCENT-RJ069,5,1006,-108,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1757, ,L,0, G,PALMAS-RJ138,5,1000,-115,0,     ,     ,     ,      ,26.2,8.9,     ,10,1000,1
1758, ,L,0, G,PALMA2-RJ138,5,1005,-114,0,     ,     ,     ,      ,10.1,2.5,     ,10,1000,1
1759, ,L,0, G,MOMBAC-RJ138,5,1034,-114,0,     ,     ,     ,      ,21.4,11.7,     ,10,1000,1
1760, ,L,0, G,UTEC---RJ138,5,1035,-114,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1761, ,L,0, V,UTEC69UTE000,5,1009,-117,0,     ,     ,     ,      ,59,16.5,     ,10,1000,1
1762, ,L,0, G,C.DIST-RJ138,5,1032,-114,0,     ,     ,     ,      ,43.8,37.3,     ,10,1000,1
1763, ,L,0, I,C.DIST-RJ069,5,996,-117,0,     ,     ,     ,      ,29.3,26.1,     ,10,1000,1
1764, ,L,0, I,GUARUS-RJ069,5,1017,-116,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1765, ,L,0, G,ITALVA-RJ138,5,995,-117,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1766, ,L,0, I,ITALVA-RJ069,5,1014,-120,0,     ,     ,     ,      ,59.9,38.6,     ,10,1000,1
1767, ,L,1, N,S.ROSAPCH013,5,997,-113,0,-1.35,0,0,      ,0,     ,     ,41,1000,1
1768, ,L,0, I,S.ROSA-RJ069,5,1001,-114,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1769, ,L,0, I,SROSA-TAP069,5,1000,-114,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1770, ,L,0, G,MURIQU-RJ138,5,999,-89,0,     ,     ,     ,      ,15.3,8.8,     ,10,1000,1
1771, ,L,0, G,JACUAC-RJ138,5,1012,-86,0,     ,     ,     ,      ,18,8.3,     ,10,1000,1
1772, ,L,0, G,ITAORN-RJ138,5,1032,-82,0,     ,     ,     ,      ,22.1,8.6,     ,10,1000,1
1773, ,L,0, G,ANGRA.-RJ138,5,1009,-85,0,     ,     ,     ,      ,21.8,11.9,     ,10,1000,1
1774, ,L,0, I,VPALMAPCH069,5,1006,-114,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1776, ,L,0, G,P.ANG2-RJ138,5,1007,-102,0,     ,     ,     ,      ,11.5,4.9,     ,10,1000,1
1778, ,L,0, I,ABADIA-RJ069,5,1020,-116,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1779, ,L,0, I,SCLARA-RJ069,5,1027,-116,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1780, ,L,0, G,RESEND-RJ138,5,998,-108,0,     ,     ,     ,      ,110.7,51.3,     ,10,1000,1
1781, ,L,0, E,V.PEDR-RJ345,5,1001,-102,0,     ,     ,     ,      ,0,     ,     ,41,1000,1
1782, ,L,0, U,VPEDR1-RJ000,6,988,-104,0,     ,     ,     ,      ,0,     ,     ,41,1000,1
1784, ,L,0, U,VPEDR2-RJ000,6,988,-104,0,     ,     ,     ,      ,0,     ,     ,41,1000,1
1789, ,L,0, I,CRUZA-PCH069,5,1004,-122,0,0,     ,     ,      ,8.4,5.6,     ,10,1000,1
1790, ,L,0, G,ARSEN2-RJ138,5,962,-107,0,     ,     ,     ,      ,21.8,9.5,     ,10,1000,1
1791, ,L,0, I,PIRAP-PCH069,5,1001,-125,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1792, ,L,0, G,TECAB--RJ138,5,972,-117,0,     ,     ,     ,      ,55.7,11.3,     ,10,1000,1
1793, ,L,0, G,IMBOAS-RJ138,5,976,-117,0,     ,     ,     ,      ,35.4,22.9,     ,10,1000,1
1794, ,L,0, G,COMPER-RJ138,5,979,-105,0,     ,     ,     ,      ,1.8,0.1,     ,10,1000,1
1796, ,L,0, G,COMPE-TAP138,5,979,-105,0,     ,     ,     ,      ,0,     ,     ,10,1000,1
1798, ,L,0, I,COLET-PCH069,5,1011,-113,0,0,     ,     ,      ,0,     ,     ,10,1000,1
1800, ,L,0, N,CGALMO-MS013,5,1007,-42,0,     ,     ,     ,      ,47.6,23.5,     ,26,1000,1
1801, ,L,0, N,CGINDU-MS013,5,1014,-45,0,     ,     ,     ,      ,20.6,7.1,     ,26,1030,1
1802, ,L,0, N,CGLAGE-MS013,5,1007,-41,0,     ,     ,     ,      ,24.8,13.5,     ,26,1000,1
1803, ,L,0, I,AQUIDA-MS069,5,1030,-41,0,     ,     ,     ,      ,0,     ,     ,26,1000,1
1804, ,L,0, N,CGSCAF-MS013,5,1014,-43,0,     ,     ,     ,      ,38.8,17.4,     ,26,1000,1
1805, ,L,0, N,CGJABR-MS013,5,1007,-42,0,     ,     ,     ,      ,16.3,6.9,     ,26,1030,1
1806, ,L,0, N,AQUIDA-MS013,5,1040,-44,0,     ,     ,     ,      ,18.2,7.7,     ,26,1000,1
1807, ,L,0, N,ACLARA-MS013,5,999,-30,0,     ,     ,     ,      ,6.1,0.9,     ,26,1000,1
1808, ,L,0, N,AMAMBA-MS013,5,1013,-43,0,     ,     ,     ,      ,12,3.7,     ,26,1000,1
1809, ,L,0, N,COXIM--MS013,5,1014,-40,0,     ,     ,     ,      ,12.1,0.8,     ,26,1000,1
1810, ,L,0, N,ATABOA-MS013,5,1014,-32,0,     ,     ,     ,      ,11.8,2.7,     ,26,1000,1
1811, ,L,0, N,PARANA-MS013,5,1015,-31,0,     ,     ,     ,      ,14.3,3.2,     ,26,1000,1
1812, ,L,0, N,CASSIL-MS013,5,1030,-24,0,     ,     ,     ,      ,9.5,3.2,     ,26,1000,1
1813, ,L,0, L,CHAPAD-MS034,5,1014,-17,0,0,     ,     ,      ,12.9,1.2,     ,26,1000,1
1814, ,L,0, N,CGCENT-MS013,5,1007,-46,0,     ,     ,     ,      ,51.5,26.9,     ,26,1000,1
1815, ,L,0, N,CGMCOU-MS013,5,1014,-44,0,     ,     ,     ,      ,68.3,38,     ,26,1000,1
1816, ,L,0, N,CGCUIA-MS013,5,1014,-44,0,     ,     ,     ,      ,40.1,19.3,     ,26,1000,1
1818, ,L,0, N,CORUMB-MS013,5,1030,-46,0,     ,     ,     ,      ,32.7,10.1,     ,26,1000,1
1819, ,L,0, I,AMIRAN-MS069,5,1008,-44,0,     ,     ,     ,      ,0.7,0.1,     ,26,1000,1
1820, ,L,0, N,DOUMAX-MS013,5,1013,-40,0,     ,     ,     ,      ,37.6,18.9,     ,26,1000,1
1821, ,L,0, N,DOUNAC-MS013,5,1029,-38,0,     ,     ,     ,      ,11.2,4.2,     ,26,1000,1
1822, ,L,0, N,CRUZAL-MS013,5,1013,-36,0,     ,     ,     ,      ,3.5,2.2,     ,26,1000,1
1823, ,L,0, G,IGUATE-MS138,5,993,-52,0,     ,     ,     ,      ,9.4,-2.3,     ,26,1000,1
1824, ,L,0, N,ELDORA-MS013,5,1000,-52,0,     ,     ,     ,      ,2.7,0.8,     ,22,1000,1
1825, ,L,0, I,DOUNAC-MS069,5,1029,-37,0,     ,     ,     ,      ,0,     ,     ,26,1000,1
1826, ,L,0, N,DOUALV-MS013,5,1028,-39,0,     ,     ,     ,      ,18.7,8.6,     ,26,1014,1
1827, ,L,0, L,ELDORA-MS034,5,1030,-55,0,     ,     ,     ,      ,16.1,6.3,     ,26,1000,2
1828, ,L,0, N,JARDIM-MS013,5,1000,-40,0,     ,     ,     ,      ,17.5,1.4,     ,26,1000,1
1829, ,L,0, N,MARACA-MS013,5,1030,-38,0,     ,     ,     ,      ,14.7,1.5,     ,26,1000,1
1830, ,L,0, N,MIRAND-MS013,5,1014,-46,0,     ,     ,     ,      ,10.7,0.3,     ,26,1000,1
1831, ,L,0, N,NANDRA-MS013,5,1029,-33,0,     ,     ,     ,      ,11.1,3.9,     ,26,1000,1
1833, ,L,0, N,RVERDE-MS013,5,1000,-37,0,     ,     ,     ,      ,6.9,-0.2,     ,26,1000,1
1834, ,L,0, N,SGABRI-MS013,5,1023,-35,0,     ,     ,     ,      ,8.6,4.4,     ,26,1000,1
1835, ,L,0, I,IVINHE-MS069,5,1029,-31,0,     ,     ,     ,      ,7.3,2.3,     ,26,1000,1
1836, ,L,0, U,IVINHE-MS000,6,1023,-31,0,     ,     ,     ,      ,0,     ,     ,26,1000,1
1837, ,L,0, N,IVINHE-MS013,5,1023,-31,0,     ,     ,     ,      ,0,     ,     ,26,1000,1
1838, ,L,0, I,POVIDE-MS069,5,1002,-39,0,     ,     ,     ,      ,6,-0.2,     ,26,1000,1
1839, ,L,0, I,SANESU-MS069,5,1017,-37,0,     ,     ,     ,      ,2.1,0.9,     ,26,1000,1
1840, ,L,0, L,RBRILH-MS034,5,1013,-35,0,     ,     ,     ,      ,9.2,0.9,     ,26,1000,1
1841, ,L,0, I,NAMERI-MS069,5,1005,-37,0,     ,     ,     ,      ,3.2,1.6,     ,26,1000,1
1842, ,L,0, I,FATIMA-MS069,5,1000,-38,0,     ,     ,     ,      ,6.6,3.2,     ,26,1000,1
1843, ,L,0, G,CAMAPU-MS138,5,997,-27,0,     ,     ,     ,      ,4.3,-2.4,     ,26,1000,1
1844, ,L,0, I,DEODAP-MS069,5,993,-33,0,     ,     ,     ,      ,3.9,2.2,     ,26,1000,1
1845, ,L,0, I,GLODOU-MS069,5,987,-33,0,     ,     ,     ,      ,4.5,2.5,     ,26,1000,1
1846, ,L,0, I,CAARAP-MS069,5,1030,-38,0,     ,     ,     ,      ,8,1.5,     ,26,1000,1
1847, ,L,0, G,NAVIRA-MS138,5,965,-54,0,     ,     ,     ,      ,0,     ,     ,26,1000,2
